index,movieName,databaseId,movielensId,imdbId
4503,The Age of Innocence (1993),162016,412,0106226
4504,The Sniper (2009),162022,115887,1194624
4505,The Tuxedo (2002),162040,5621,0290095
4506,Helter Skelter (1976),162093,114464,0074621
4507,Moonraker (1979),162108,3638,0079574
4508,Jiggs and Maggie in Society (1947),162116,-1,-1
4509,Auntie Mame (1958),162117,3548,0051383
4510,Barbershop (2002),162165,5572,0303714
4511,Toss (2009),162174,-1,-1
4512,Speed (2007),162188,-1,-1
4513,Fierce People (2005),162209,55050,0401420
4514,Red Tails (2012),162219,92234,0485985
4515,The Hottie and the Nottie (2008),162239,-1,-1
4516,Dolphin Tale (2011),162280,91886,1564349
4517,Fan (2016),162283,157106,3495026
4518,Tom & Jerry (1995),162317,-1,-1
4519,Adventureland (2009),162326,67734,1091722
4520,Underworld (1985),162332,-1,-1
4521,The Wild One (1953),162347,25999,0047677
4522,Home Again (2012),162367,176593,2121286
4523,Adventures in Babysitting (1987),162373,2133,0092513
4524,Halo (1996),162410,-1,-1
4525,Dark City (1990),162429,-1,-1
4526,The Lone Ranger (2013),162454,103384,1210819
4527,Blair Witch (2016),162466,163937,1540011
4528,I Now Pronounce You Chuck & Larry (2007),162481,54004,0762107
4529,Basic (2003),162512,6263,0264395
4530,She's Out of My League (2010),162517,74946,0815236
4531,Phantom of the Opera (1943),162529,3936,0036261
4532,Top Gun (1986),162573,1101,0092099
4533,Re-Animator (1985),162596,3018,0089885
4534,Sunset Boulevard (1950),162601,-1,-1
4535,The Warrior (2001),162604,27528,0295682
4536,Bats (1999),162606,2974,0200469
4537,Battle Royale (2000),162622,-1,-1
4538,Takers (2010),162629,87785,1135084
4539,Finding Dory (2016),162647,157296,2277860
4540,Tomorrowland (2015),162652,132046,1964418
4541,The Aviator (2004),162658,30812,0338751
4542,The Wolf (2004),162672,-1,-1
4543,Magnum Force (1973),162703,3682,0070355
4544,War for the Planet of the Apes (2017),162794,173145,3450958
4545,Mr. Popper's Penguins,162810,87483,1396218
4546,"Tomorrow, When the War Began",162859,82447,1456941
4547,The Hunt for Red October (1990),162863,1610,0099810
4548,Donnie Darko: The Director's Cut (2004),162872,-1,-1
4549,Cocoon (1985),162873,2407,0088933
4550,Forrest Gump (1994),162882,356,0109830
4551,Cube (1997),162907,2232,0123755
4552,The BFG (2016),162930,158830,3691740
4553,The Black Panthers: Vanguard of the Revolution (2015),162943,149418,4316236
4554,Hollow (2014),162962,-1,-1
4555,Rogue (2007),162964,60471,0479528
4556,The Wild Wild West (1921),162970,-1,-1
4557,The Black Mask (1935),162973,-1,-1
4558,True Grit (1969),163024,3494,0065126
4559,The Big Wedding (2013),163052,103055,1931435
4560,Entrapment (1999),163090,2605,0137494
4561,House IV (1992),163093,128952,0104449
4562,The Long Kiss Goodnight (1996),163094,1047,0116908
4563,The Great Dan Patch (1949),163105,-1,-1
4564,Chocolat (2000),163150,4014,0241303
4565,Time Lapse (2014),163152,115680,2669336
4566,Zoolander 2 (2016),163162,148888,1608290
4567,Escape to Witch Mountain (1975),163184,1009,0072951
4568,Central Station (1998),163189,-1,-1
4569,Get Shorty,163190,21,0113161
4570,Wonder (2017),163215,180095,2543472
4571,Far and Away (1992),163231,3259,0104231
4572,Blood Feast (1963),163241,3344,0056875
4573,Jack Ryan: Shadow Recruit (2014),163264,108188,1205537
4574,Kathi (1983),163297,-1,-1
4575,Fever (2016),163375,-1,-1
4576,Scott Pilgrim vs. the World (2010),163398,79702,0446029
4577,The Hobbit: The Battle of the Five Armies (2014),163410,118696,2310332
4578,Sigh (2000),163445,-1,-1
4579,Goal! (2005),163456,-1,-1
4580,Tammy (2014),163487,112497,2103254
4581,Don't Say a Word (2001),163510,4814,0260866
4582,The Tillman Story (2010),163528,82037,1568334
4583,Look Who's Talking Now (1993),163544,5452,0107438
4584,Ingrid Goes West (2017),163553,168328,5962210
4585,Rambo: First Blood Part II (1985),163577,2402,0089880
4586,Thirteen (2003),163586,7285,0328538
4587,Avatar,163606,72998,0499549
4588,The Toy (1982),163616,4929,0084809
4589,Ferris Bueller's Day Off (1986),163619,2918,0091042
4590,Herbie (1965),163689,-1,-1
4591,Charlie's Angels (2000),163696,3977,0160127
4592,Halloween (2007),163704,54785,0373883
4593,Beauty and the Beast (1992),163708,-1,-1
4594,The Polar Express (2004),163713,8965,0338348
4595,American Pie 2 (2001),163739,4718,0252866
4596,The Toxic Avenger Part II (1989),163748,-1,-1
4597,The Mosquito Coast (1986),163869,2734,0091557
4598,The Shadow (1994),163899,533,0111143
4599,Son of Saul (2015),163936,142492,3808342
4600,Captain America (1990),163973,26764,0103923
4601,Hoop Dreams (1994),163975,246,0110057
4602,Cabin Fever (2016),164001,152515,3832096
4603,The Great Race (1965),164027,1083,0059243
4604,Detective School Dropouts (1986),164033,-1,-1
4605,The Right Kind of Wrong (2013),164046,105855,2286990
4606,Paper Planes (2015),164057,-1,-1
4607,The Village (2004),164063,8783,0368447
4608,The Dark Night (1989),164071,-1,-1
4609,Alexander (2004),164114,8977,0346491
4610,Kill Bill: Volume 2 (2004),164128,-1,-1
4611,Flash (2007),164159,-1,-1
4612,Live and Let Die (1973),164206,2991,0070328
4613,Jerry Maguire (1996),164311,1393,0116695
4614,Waterloo Bridge (1940),164334,32844,0033238
4615,Death Wish,164364,3430,0071402
4616,The Perfect Match (2016),164366,152089,4871980
4617,Dan in Real Life (2007),164394,55267,0480242
4618,Hudson Hawk (1991),164410,7000,0102070
4619,Wonder Woman (1974),164412,147730,0072419
4620,Red Dust (1932),164515,53038,0023382
4621,K-19: The Widowmaker (2002),164530,5479,0267626
4622,Hello Herman (2012),164542,108425,1876330
4623,12 Rounds (2009),164565,70361,1160368
4624,Five Deadly Venoms (1978),164614,26399,0077559
4625,Race (2016),164642,152071,3499096
4626,The Next Three Days (2010),164666,81788,1458175
4627,Parenthood (1989),164669,3526,0098067
4628,Out of Sight,164728,1912,0120780
4629,Fantasia (2014),164729,-1,-1
4630,The Strangers (2012),164735,-1,-1
4631,Cast Away (2000),164755,4022,0162222
4632,Mr. Holmes (2015),164773,135288,3168230
4633,Grimm's Snow White (2012),164779,189219,2081255
4634,Burlesque (2010),164798,83086,1126591
4635,Where the Heart Is (2000),164815,3565,0198021
4636,The Money Pit (1986),164820,2375,0091541
4637,The Searchers (1956),164852,3365,0049730
4638,Obsessed (2009),164872,70301,1198138
4639,Evil Aliens (2005),164887,44777,0383353
4640,Case 39 (2009),164888,76030,0795351
4641,Justice (1993),164890,-1,-1
4642,The Last King of Scotland (2006),164931,48738,0455590
4643,Air America (1990),164934,3841,0099005
4644,War Horse (2011),164944,91126,1568911
4645,Gladiatress (2004),164982,-1,-1
4646,13 Sins (2014),164987,110286,2059171
4647,Divergence (2005),165014,144582,0455195
4648,National Lampoon's European Vacation (1985),165018,-1,-1
4649,Tank Girl (1995),165067,327,0114614
4650,The Gift (2003),165080,177323,0355482
4651,Escape from L.A. (1996),165085,849,0116225
4652,Unleashed (2005),165099,-1,-1
4653,Ernest Saves Christmas (1988),165105,4502,0095107
4654,An Inconvenient Truth (2006),165140,-1,-1
4655,Dead Silence (2007),165155,51927,0455760
4656,The Way Back (2010),165182,83369,1023114
4657,Little Fockers,165240,82852,0970866
4658,Let the Right One In (2008),165248,-1,-1
4659,The Lincoln Lawyer,165261,84392,1189340
4660,The Fluffy Movie (2014),165266,135623,3532608
4661,Kiss of the Dragon (2001),165281,4387,0271027
4662,Bounty Hunters,165289,164379,5243900
4663,Avengers: Age of Ultron (2015),165308,122892,2395427
4664,The Sisterhood of the Traveling Pants (2005),165309,33669,0403508
4665,Code of Honor (2016),165343,160956,4060866
4666,Warbus (1985),165380,-1,-1
4667,Westworld (1973),165382,2527,0070909
4668,Martyrs (2008),165396,62203,1029234
4669,The Martins (2001),165416,-1,-1
4670,House on the Hill (2012),165417,-1,-1
4671,Finding Forrester (2000),165425,4019,0181536
4672,Diep (2005),165428,-1,-1
4673,Horrible Bosses 2 (2014),165438,117590,2170439
4674,Shadow of the Vampire (2000),165442,4036,0189998
4675,Grumpier Old Men (1995),165453,3,0113228
4676,Déjà Vu (2008),165466,-1,-1
4677,"Lucía, Lucía (2003)",165473,-1,-1
4678,The Babysitter (2016),165484,-1,-1
4679,The Jacket (2005),165499,27788,0366627
4680,Back to the Future Part II (1989),165504,2011,0096874
4681,The Little Mermaid (1992),165510,-1,-1
4682,Taxi to the Dark Side (2007),165525,58191,0854678
4683,Spider-Man 3 (2007),165531,52722,0413300
4684,Invasion of the Scream Queens (1992),165541,-1,-1
4685,City of Men (2007),165636,-1,-1
4686,Where the Money Is (2000),165683,3537,0149367
4687,The Boss Baby (2017),165710,168418,3874544
4688,Crossroads (2002),165715,5106,0275022
4689,Prom Night (2008),165728,59306,0926129
4690,Boomerang (2015),165736,152266,3582040
4691,Cats (1998),165744,107780,2227830
4692,American Gigolo (1980),165776,3649,0080365
4693,The Specialist (1994),165778,315,0111255
4694,To Have and Have Not,165806,7215,0037382
4695,Transformers: The Last Knight (2017),165812,174585,3371366
4696,The Hornet's Nest (2014),165836,123353,2611026
4697,Tootsie,165843,4361,0084805
4698,Love Happens,165952,71325,0899106
4699,Killing Kennedy,165965,128153,2815030
4700,Wells Fargo (1937),165971,-1,-1
4701,Eye in the Sky (2015),165984,-1,-1
4702,Harold & Kumar Go to White Castle (2004),165991,8807,0366551
4703,Eddie the Eagle (2016),166006,151455,1083452
4704,Resident Evil,166010,5219,0120804
4705,The King and I (1999),166029,2559,0160429
4706,Gnomeo & Juliet: Sherlock Gnomes (2018),166033,-1,-1
4707,Five Dances (2013),166037,132432,2186781
4708,The Mask (1994),166052,367,0110475
4709,G (2002),166062,36545,0291928
4710,Kill Bill,166069,-1,-1
4711,Mortdecai (2015),166078,125914,3045616
4712,The Great White Hype (1996),166083,725,0116448
4713,Avengers Grimm (2015),166117,136257,4296026
4714,In Her Skin (2009),166131,87911,0995851
4715,Berlin Syndrome,166154,169028,3335606
4716,Sherlock Holmes (1922),166160,139873,0013597
4717,Villu (2009),166208,-1,-1
4718,Patema Inverted,166243,116905,2981768
4719,War (2007),166279,54775,0499556
4720,W.W. and the Dixie Dancekings (1975),166325,110067,0073878
4721,Superman Classic,166357,-1,-1
4722,Thy Womb (2012),166377,-1,-1
4723,A Beautiful Life (2008),166413,101590,1043787
4724,Steve Jobs (2015),166425,136562,2080374
4725,It's a Wonderful Life (1946),166466,953,0038650
4726,The Prisoner of Zenda (1952),166505,25974,0045053
4727,Nightmare (2000),166548,-1,-1
4728,Skyfall (2012),166583,96079,1074638
4729,South Pacific (1958),166603,2941,0052225
4730,Turbo Kid (2015),166612,141544,3672742
4731,Romance Complicated (2016),166629,-1,-1
4732,Duck Soup (1933),166668,1256,0023969
4733,Think Like a Man (2012),166670,94323,1621045
4734,The Baader Meinhof Complex (2008),166696,-1,-1
4735,Take (2007),166710,61041,0828158
4736,Black Beauty (1921),166721,-1,-1
4737,Bridget Jones's Diary (2001),166729,4246,0243155
4738,47 Meters Down (2017),166736,-1,-1
4739,The Bourne Supremacy (2004),166772,8665,0372183
4740,The Paperboy (2012),166790,96863,1496422
4741,Speed 2: Cruise Control (1997),166817,1556,0120179
4742,Bone Tomahawk (2015),166836,144976,2494362
4743,Madagascar (2005),166852,33615,0351283
4744,Castle in the Sky (1986),166870,-1,-1
4745,The Descent (2005),166883,40732,0435625
4746,Gold Diggers: The Secret of Bear Mountain (1995),166906,754,0113188
4747,Hostage,166929,32029,0340163
4748,Legend № 17 (2013),166931,-1,-1
4749,Rock of Ages (2012),166941,95307,1336608
4750,I.T.,166971,164141,2679552
4751,War and Peace (2002),166987,-1,-1
4752,Mercenary for Justice,167001,55073,0427528
4753,Sinister 2 (2015),167031,140529,2752772
4754,The Last Dinosaur (1977),167048,192895,0076294
4755,The Fugitive (1993),167064,457,0106977
4756,"Sister, Sister (1982)",167073,-1,-1
4757,Oba: The Last Samurai (2011),167120,-1,-1
4758,The Five-Year Engagement (2012),167158,94266,1195478
4759,Furious 7 (2015),167208,130634,2820852
4760,Mother's Day (1980),167222,5206,0081186
4761,The Black Hole (1979),167231,2034,0078869
4762,Punch-Drunk Love (2002),167236,5673,0272338
4763,Shaolin Temple (1976),167281,-1,-1
4764,Melancholia (2011),167290,86320,1527186
4765,The Kill Team (2013),167303,132958,2732932
4766,Judge Dredd (1995),167343,173,0113492
4767,Shanghai Knights (2003),167363,6156,0300471
4768,Dying of Laughter (1999),167384,-1,-1
4769,Giant Creepy Crawlies (2000),167394,-1,-1
4770,Moonlight (2016),167455,162414,4975722
4771,The Cabinet of Caligari (1962),167491,111745,0055819
4772,Sphere (1998),167508,1779,0120184
4773,Always (1989),167522,4564,0096794
4774,Van Helsing: The London Assignment (2004),167529,140383,0406310
4775,Victoria and Abdul,167536,177871,5816682
4776,Scenic Route (2013),167555,103736,2012011
4777,Left Behind (2014),167566,115414,2467046
4778,Gia,167596,27020,0123865
4779,The Black Panther Warriors (1993),167600,-1,-1
4780,Nothing to Lose (1997),167612,7048,0119807
4781,Beerfest (2006),167623,47640,0486551
4782,S.W.A.T. (2003),167640,6595,0257076
4783,Love the Coopers (2015),167643,147022,2279339
4784,Dracula 3D (2012),167659,-1,-1
4785,Modern Times (1936),167698,3462,0027977
4786,Kissing Jessica Stein (2001),167726,5222,0264761
4787,The Holiday (2006),167746,49286,0457939
4788,The Pianist (1991),167753,-1,-1
4789,A Cure for Wellness (2017),167756,167640,4731136
4790,Down Periscope (1996),167763,135,0116130
4791,Pandorum (2009),167774,71135,1188729
4792,Diary of a Wimpy Kid: The Long Haul,167820,170789,6003368
4793,The Switch (2010),167839,80166,0889573
4794,Brokeback Mountain (2005),167847,39183,0388795
4795,Man of the Year (2006),167870,48593,0483726
4796,Hardball (2001),167919,4771,0180734
4797,Step Up (2006),167936,47382,0462590
4798,Switching Goals,167942,121457,0217074
4799,Kiki's Delivery Service (2014),167973,117448,2865558
4800,The Dark Knight Trilogy,168039,-1,-1
4801,Muriel's Wedding (1994),168050,342,0110598
4802,The Warrior's Way,168068,83374,1032751
4803,Colors (1988),168070,4488,0094894
4804,Last Knights (2015),168074,131714,2493486
4805,Defiance (2008),168084,65216,1034303
4806,Another 48 Hrs. (1990),168086,5027,0099044
4807,Daddy's Little Girls (2007),168097,-1,-1
4808,Twin Husbands (1933),168110,-1,-1
4809,Mildred Pierce (1945),168137,2612,0037913
4810,Purgatory (2007),168141,-1,-1
4811,Clue (1985),168161,2413,0088930
4812,Pete's Dragon (2016),168173,160573,2788732
4813,I Am Not Your Negro (2016),168186,-1,-1
4814,Kingsglaive: Final Fantasy XV,168188,161594,5595168
4815,Tampopo (1985),168221,3819,0092048
4816,Big Fat Liar (2002),168233,5092,0265298
4817,Mindgame,168256,-1,-1
4818,Baby Mama (2008),168289,59258,0871426
4819,Jiro Dreams of Sushi (2011),168301,93721,1772925
4820,Planet of the Apes (2001),168337,4643,0133152
4821,Message from Space (1978),168342,-1,-1
4822,YellowBrickRoad (2010),168361,87549,1398428
4823,Woman on Top (2000),168367,3909,0206420
4824,Men in Black,168388,-1,-1
4825,Dracula: Dead and Loving It (1995),168434,12,0112896
4826,The Big Cube (1969),168455,124725,0064088
4827,Joséphine (2013),168463,-1,-1
4828,High Crimes (2002),168467,5282,0257756
4829,The Tomb (2007),168484,98080,1039646
4830,The Infiltrator (2016),168553,161127,1355631
4831,Mars (2004),168557,176147,0417949
4832,Beethoven's 3rd (2000),168560,128169,0206588
4833,But I'm a Cheerleader (1999),168565,3786,0179116
4834,The Time Machine (1960),168568,3959,0054387
4835,The Stuff (1985),168576,26558,0090094
4836,Red 2 (2013),168617,103810,1821694
4837,Inside Llewyn Davis (2013),168621,106766,2042568
4838,28 Weeks Later (2007),168632,53000,0463854
4839,Phenomenon (1996),168644,802,0117333
4840,Pacquiao: The Movie (2006),168648,-1,-1
4841,Must Love Dogs (2005),168656,34336,0417001
4842,Blackbeard's Ghost (1968),168661,2035,0062737
4843,Watchmen (2009),168664,60684,0409459
4844,Star Wars: Episode III – Revenge of the Sith (2005),168689,-1,-1
4845,House of Wax (2005),168719,33164,0397065
4846,Pirates of the Caribbean: At World's End (2007),168727,53125,0449088
4847,Into the Storm (2009),168758,111314,0992993
4848,After the Sunset (2004),168776,8968,0367479
4849,Big Stan (2007),168781,67534,0490086
4850,Deep Blue Sea (1999),168788,2722,0149261
4851,Pokémon: The First Movie,168793,3054,0190641
4852,Chronicle,168803,92420,1706593
4853,Tracks (2013),168807,111778,2167266
4854,Young Frankenstein (1974),168892,1278,0072431
4855,Colombiana (2011),168913,89087,1657507
4856,The Landlord (1970),168915,26229,0065963
4857,The Secret Life of Bees (2008),168960,62553,0416212
4858,Ip Man,168985,65514,1220719
4859,What We Do in the Shadows (2014),169009,115122,3416742
4860,Unbreakable (2000),169012,3994,0217869
4861,Run (2014),169027,-1,-1
4862,Up There (2012),169052,174847,1667102
4863,Independence Day (2000),169085,-1,-1
4864,A Civil Action (1998),169090,2433,0120633
4865,3 Idiots (2009),169112,73881,1187043
4866,Enemy Mine (1985),169131,7481,0089092
4867,Love Story (1970),169159,4296,0066011
4868,"McFarland, USA (2015)",169169,129659,2097298
4869,The Legend of Boggy Creek (1972),169198,5474,0068837
4870,Whiskey Tango Foxtrot (2016),169270,152083,3553442
4871,Infernal Affairs (2002),169274,-1,-1
4872,Life (1996),169288,-1,-1
4873,Dark Tower (1987),169305,-1,-1
4874,Man Up (2015),169311,132660,3064298
4875,What Women Want (2011),169313,-1,-1
4876,Precious,169319,72395,0929632
4877,Abduction (2011),169338,90524,1600195
4878,Harlem Nights (1989),169344,4602,0097481
4879,The River Wild (1994),169353,376,0110997
4880,Highlander,169376,1275,0091203
4881,Cool Runnings (1993),169402,1020,0106611
4882,Thor: Ragnarok (2017),169419,122916,3501632
4883,Premium Rush (2012),169420,96417,1547234
4884,Meet Me in St. Louis,169470,918,0037059
4885,The Little Mermaid II: Return to the Sea (2000),169475,-1,-1
4886,Borat (2006),169487,-1,-1
4887,Thirteen Days (2000),169509,4033,0146309
4888,Reign of Fire (2002),169516,5463,0253556
4889,Twice-Told Tales (1963),169522,116680,0057608
4890,Fireproof (2008),169586,64114,1129423
4891,Scream,169601,1407,0117571
4892,Fiddler on the Roof (1971),169617,4857,0067093
4893,O.J.: Made in America,169623,160289,5275892
4894,Snow Buddies (2008),169633,122039,1079448
4895,Thank You for Smoking (2005),169644,-1,-1
4896,The Lorax (2012),169662,-1,-1
4897,Green Card (1990),169664,6238,0099699
4898,The Muppets (2011),169675,91094,1204342
4899,Jay and Silent Bob Strike Back (2001),169717,4734,0261392
4900,Love Potion No. 9 (1992),169726,-1,-1
4901,The Adventures of Tintin (2011),169750,90746,0983193
4902,Godzilla vs. Megalon (1973),169751,-1,-1
4903,The Invitation (2015),169760,143657,2400463
4904,The Birth of a Nation (2016),169772,151933,4196450
4905,Bottle Rocket (1996),169786,101,0115734
4906,Explorers (1985),169819,7743,0089114
4907,The Diary of Anne Frank (1959),169829,7303,0052738
4908,Barry (2016),169886,167334,5477566
4909,Leatherface (2017),169910,-1,-1
4910,The Haunting (1963),169948,2550,0057129
4911,Ironclad: Battle for Blood (2014),169953,-1,-1
4912,Unknown (2011),169954,84601,1401152
4913,Halloween II (1981),170023,1983,0082495
4914,A Boyfriend for Christmas,170032,179603,0385567
4915,The Big Sick (2017),170037,168326,5462602
4916,Die Hard 2 (1990),170059,1370,0099423
4917,Tommy Boy (1995),170060,333,0114694
4918,Sabrina (1954),170094,915,0047437
4919,Lower Learning (2008),170108,135969,1129381
4920,The Sixth Sense (1999),170119,2762,0167404
4921,Repulsion (1965),170147,3075,0059646
4922,Letters to Juliet (2010),170170,78316,0892318
4923,The Hunger Games,170174,91500,1392170
4924,Call of the Wild (2009),170196,-1,-1
4925,Alien: Resurrection (1997),170206,1690,0118583
4926,The Aristocats,170213,616,0065421
4927,W. (2008),170262,62437,1175491
4928,Devil in a Blue Dress (1995),170268,164,0112857
4929,The Terminator (1984),170277,1240,0088247
4930,John Wick: Chapter 2 (2017),170305,-1,-1
4931,Hot Tub Time Machine 2 (2015),170316,128975,2637294
4932,Goon (2011),170375,93443,1456635
4933,Blade Runner 2049 (2017),170376,176371,1856101
4934,Pacific Heights (1990),170394,3219,0100318
4935,Flatliners (1990),170419,3686,0099582
4936,You Laugh (1998),170427,-1,-1
4937,Tron: Legacy (2010),170452,82461,1104001
4938,Unfaithful (2002),170501,5364,0250797
4939,Boy (2010),170521,86000,1560139
4940,Madagascar: Escape 2 Africa (2008),170530,62999,0479952
4941,It's Alive (1974),170540,8932,0071675
4942,Rise of the Planet of the Apes (2011),170576,88744,1318514
4943,Blades (1989),170623,-1,-1
4944,Beautiful Minds,170634,-1,-1
4945,Shak (2004),170635,-1,-1
4946,The Delta Force (1986),170648,7704,0090927
4947,Sugar & Spice (2001),170662,4068,0186589
4948,Rubber (2010),170683,81132,1612774
4949,Stop-Loss (2008),170707,58876,0489281
4950,Soapdish (1991),170710,3712,0102951
4951,Meet the Parents (2000),170722,3948,0212338
4952,The Patriot (1998),170738,72591,0120786
4953,Live Hard (1989),170751,-1,-1
4954,Saw V (2008),170756,63436,1132626
4955,The Chaser (2008),170768,-1,-1
4956,God Bless America (2011),170837,93855,1912398
4957,Ghost in the Shell: Stand Alone Complex - Solid State Society (2006),170871,-1,-1
4958,Black Knight (2001),170886,4899,0265087
4959,The 300 Spartans (1962),170898,46653,0055719
4960,House on Haunted Hill (1959),170924,2519,0051744
4961,The Ultimate Gift (2006),170943,51660,0482629
4962,Evita (1996),171000,1416,0116250
4963,Slither (2006),171009,44828,0439815
4964,Veronica (2017),171056,178895,3183402
4965,Romeo and Juliet (2007),171106,-1,-1
4966,Deadroom (2005),171132,-1,-1
4967,Get a Clue (1997),171137,-1,-1
4968,The Marine (2006),171169,48596,0419946
4969,The Woman (2011),171177,88272,1714208
4970,Gladiator (2000),171202,3578,0172495
4971,Fatty Joins the Force (1913),171219,-1,-1
4972,Dune (1984),171227,2021,0087182
4973,MÁG (1987),171242,-1,-1
4974,The Hobbit: An Unexpected Journey (2012),171245,98809,0903624
4975,The Professional (1981),171249,-1,-1
4976,Fury (2012),171250,-1,-1
4977,The Jazz Singer (1927),171287,25757,0018037
4978,Puss in Boots (2011),171308,90647,0448694
4979,Beware the Slenderman (2016),171338,168426,5329376
4980,Father of the Bride (1950),171343,934,0042451
4981,Paris Is Burning (1990),171359,1192,0100332
4982,Village of the Damned (1960),171413,2553,0054443
4983,One Piece Film: Z,171446,-1,-1
4984,Murder (2004),171455,152868,0405507
4985,Tinker Tailor Soldier Spy (2011),171468,89753,1340800
4986,Jury Duty (1995),171508,174,0113500
4987,Elizabeth (1998),171529,2336,0127536
4988,Demons (1985),171540,-1,-1
4989,The Dark Tower (2017),171552,175197,1648190
4990,The Warriors (1979),171568,7802,0080120
4991,Bronson (2008),171598,-1,-1
4992,The Nightmare Before Christmas (1993),171615,551,0107688
4993,The Inbetweeners Movie (2011),171627,89305,1716772
4994,Cinderella (2006),171629,-1,-1
4995,Daddy (2001),171632,-1,-1
4996,The Madness of King George (1994),171676,272,0110428
4997,Empire of the Sun (1987),171708,4103,0092965
4998,Suburban Mayhem (2006),171717,165703,0450506
4999,The Iron Giant (1999),171718,2761,0129167
5000,My Little Bride (2004),171737,142791,0395140
5001,Other People (2016),171749,163663,4158876
5002,Wish Upon a Star,171808,4755,0118178
5003,The Brady Bunch Movie (1995),171810,585,0112572
5004,Amelia (2009),171851,71876,1129445
5005,Masked Avengers (1981),171880,147657,0082153
5006,Con Air (1997),171914,1552,0118880
5007,Scarlet Street (1945),171959,5169,0038057
5008,Get Him to the Greek (2010),171969,78209,1226229
5009,Jack and Jill (2011),171982,90890,0810913
5010,Bucky Larson: Born to Be a Star (2011),172009,92448,1411664
5011,Freedom Writers (2007),172036,49910,0463998
5012,Nell (1994),172042,282,0110638
5013,White Noise (2005),172043,30894,0375210
5014,The Chronicles of Riddick (2004),172049,8371,0296572
5015,WarGames (1983),172065,6979,0086567
5016,Shutter (2012),172067,-1,-1
5017,Mr. Butterfly (2003),172068,-1,-1
5018,The Gift (2000),172088,4020,0219699
5019,Blow (2001),172109,4239,0221027
5020,This Is Spinal Tap (1984),172122,1288,0088258
5021,Chicago 10 (2007),172129,58365,0905979
5022,When Marnie Was There,172150,117438,3398268
5023,Videodrome (1983),172153,6774,0086541
5024,The Man Who Planted Trees (1987),172162,-1,-1
5025,Rang (1993),172171,-1,-1
5026,The Dilemma,172250,83910,1578275
5027,Steel Magnolias (1989),172264,3844,0098384
5028,The Human Centipede 2 (2011),172293,-1,-1
5029,Deadly Friend (1986),172317,2465,0090917
5030,Stealing Home (2001),172387,-1,-1
5031,Nine (2009),172394,73000,0875034
5032,Lolita (1997),172397,2025,0119558
5033,Flashdance (1983),172406,2942,0085549
5034,House of D (2004),172418,33136,0372334
5035,The Assailant,172492,157087,1322277
5036,Days of Glory (2006),172518,-1,-1
5037,The Internet's Own Boy (2014),172564,-1,-1
5038,My Father the Hero (1994),172571,26871,0110612
5039,Assassins (1995),172599,23,0112401
5040,Tremors 3: Back to Perfection (2001),172639,7846,0259685
5041,Allied (2016),172660,164981,3640424
5042,Dogtown and Z-Boys (2001),172676,-1,-1
5043,Gentlemen Prefer Blondes (1953),172721,4356,0045810
5044,The Muppets Take Manhattan (1984),172839,3398,0087755
5045,42 (2013),172851,101895,0453562
5046,The Gods Must Be Crazy (1980),172871,2150,0080801
5047,Seilama (1993),172914,-1,-1
5048,Hollywood (1923),172934,-1,-1
5049,Men in Black 3 (2012),172940,-1,-1
5050,Friday (2012),172954,-1,-1
5051,Diary of a Mad Black Woman (2005),173035,-1,-1
5052,According to Greta (2009),173061,79910,1059925
5053,Ula (2015),173068,-1,-1
5054,Ghost Dog: The Way of the Samurai (1999),173085,3328,0165798
5055,Savages (2012),173086,95583,1615065
5056,The Late Bloomer (2016),173142,165669,1588878
5057,The Sisterhood of the Traveling Pants 2 (2008),173155,61071,1018785
5058,The Point Men (2001),173169,110889,0254703
5059,The Man from Earth (2007),173187,55908,0756683
5060,House at the End of the Street (2012),173191,96917,1582507
5061,Demolition Man (1993),173194,442,0106697
5062,Stardust (2007),173253,54259,0486655
5063,Bubble Boy (2001),173267,4732,0258470
5064,Land of the Lost (2009),173282,69278,0457400
5065,Monty Python and the Holy Grail (1975),173333,1136,0071853
5066,Baby's Day Out (1994),173343,5096,0109190
5067,RoboCop (1987),173362,2985,0093870
5068,Charlie St. Cloud (2010),173506,79588,1438254
5069,Mortal Kombat (1995),173510,44,0113855
5070,Roman Holiday (1987),173513,-1,-1
5071,Nice Guys Finish First (1986),173534,-1,-1
5072,Despicable Me (2010),173575,79091,1323594
5073,Gokulam (1993),173577,-1,-1
5074,Dredd (2012),173688,96737,1343727
5075,Navy SEALs (1990),173691,-1,-1
5076,Anabelle Acosta,173709,-1,-1
5077,Babe: Pig in the City (1998),173719,2384,0120595
5078,The Spanish Prisoner (1997),173747,1834,0120176
5079,Think Like a Man Too (2014),173768,112303,2239832
5080,Escape to Witch Mountain (1995),173780,164859,0112985
5081,Get Hard (2015),173785,131013,2561572
5082,List of awards and nominations received by The King's Speech,173841,-1,-1
5083,Big Fish (2003),173843,7147,0319061
5084,Trust the Man (2005),173849,47976,0427968
5085,The Minus Man (1999),173859,2844,0151582
5086,Final Destination (2000),173868,3409,0195714
5087,The Mexican (2001),173889,4161,0236493
5088,Wolfman (1979),173899,175483,0141996
5089,Chinatown (1974),173904,1252,0071315
5090,Pride & Prejudice (2005),173915,40629,0414387
5091,I Love Me (2012),173922,-1,-1
5092,The Quick and the Dead (1995),173935,303,0114214
5093,Payback (2010),173967,-1,-1
5094,Memorial Day (2012),174019,-1,-1
